episode,reward,steps,collision,avg_speed,lane_deviation,elapsed
1,369.162566516364,400,0,0.0020963405167458405,0.11291338466107845,30.972944259643555
1,359.8439172167148,400,0,0.20726830282502307,0.15872399838641285,30.277770519256592
1,377.8095761875319,400,0,0.8037972931780041,0.12612279285422118,30.08533215522766
2,530.8785479887323,400,0,8.544740904914216,0.8253518388577504,30.973265647888184
3,175.30253467175584,229,1,7.89614221914041,1.2188567028189785,17.782712697982788
